import_path,answer_occurrences,status,candidate_distributions,evidence,example_generations,human_decision,human_evidence
pymol,41,unknown,[],,qwen3/Base/A/1603__repeat_1 | qwen3/Base/A/1603__repeat_2 | qwen3/Base/A/1603__repeat_3,,
websocket,41,unknown,[],,llama3.1/Base/A/906__repeat_1 | llama3.1/Base/A/906__repeat_2 | llama3.1/Base/A/906__repeat_3,,
vmware.vapi.vsphere.client,40,unknown,[],,deepseekcoder/Base/A/1178__repeat_3 | deepseekcoder/Base/A/1178__repeat_4 | deepseekcoder/BOUND/A/1178__repeat_3,,
tracker,40,unknown,[],,llama3.1/Base/A/3506__repeat_1 | llama3.1/Base/A/3506__repeat_2 | llama3.1/Base/A/3506__repeat_3,,
shazamkit,39,unknown,[],,deepseekcoder/Base/A/2000__repeat_1 | deepseekcoder/Base/A/2000__repeat_4 | deepseekcoder/Base/A/2000__repeat_5,,
pycuda.compiler,39,unknown,[],,deepseekcoder/Base/A/59__repeat_4 | deepseekcoder/Base/A/64__repeat_2 | deepseekcoder/BOUND/A/59__repeat_5,,
roslib,39,unknown,[],,deepseekcoder/Base/A/4525__repeat_2 | deepseekcoder/Base/A/4525__repeat_4 | deepseekcoder/BOUND/A/4525__repeat_4,,
sensor_msgs.msg,39,unknown,[],,deepseekcoder/Base/A/4525__repeat_3 | deepseekcoder/Base/A/4355__repeat_5 | deepseekcoder/BOUND/A/4525__repeat_2,,
osakit,39,unknown,[],,qwen3/Base/A/321__repeat_1 | qwen3/Base/A/321__repeat_2 | qwen3/Base/A/321__repeat_3,,
text_maze,39,unknown,[],,llama3.1/Base/A/2359__repeat_1 | llama3.1/Base/A/2359__repeat_2 | llama3.1/Base/A/2359__repeat_3,,
kiota_serialization.text,36,unknown,[],,deepseekcoder/Base/A/2010__repeat_1 | deepseekcoder/Base/A/2010__repeat_3 | deepseekcoder/BOUND/B/2010__repeat_3,,
cudf,35,unknown,[],,deepseekcoder/Base/A/64__repeat_1 | deepseekcoder/Base/A/64__repeat_5 | deepseekcoder/BOUND/A/64__repeat_2,,
kiota_serialization,34,unknown,[],,deepseekcoder/Base/A/2010__repeat_3 | deepseekcoder/Base/A/2010__repeat_4 | deepseekcoder/BOUND/A/2010__repeat_1,,
azure.cli.core,34,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,qwen3/BOUND/A/1083__repeat_2 | qwen3/BOUND/B/1083__repeat_2 | qwen3/BOUND/D/1083__repeat_3,,
libsndfile,34,unknown,[],,llama3.1/Base/A/4650__repeat_1 | llama3.1/Base/A/4650__repeat_2 | llama3.1/Base/A/4650__repeat_3,,
pandoc,34,unknown,[],,llama3.1/Base/A/74__repeat_1 | llama3.1/Base/A/74__repeat_3 | llama3.1/Base/A/74__repeat_4,,
lastfm,33,unknown,[],,llama3.1/Base/A/3298__repeat_1 | llama3.1/Base/A/3298__repeat_2 | llama3.1/Base/A/3298__repeat_3,,
SQLParser,32,unknown,[],,deepseekcoder/Base/A/250__repeat_1 | deepseekcoder/Base/A/250__repeat_5 | deepseekcoder/BOUND/A/250__repeat_1,,
ibm_cloud_secrets_manager_v1,32,unknown,[],,qwen3/Base/A/1249__repeat_3 | qwen3/Base/A/1249__repeat_4 | qwen3/BOUND/A/1249__repeat_2,,
openlineage.client,32,unknown,[],,llama3.1/Base/A/2369__repeat_2 | llama3.1/Base/A/2369__repeat_3 | llama3.1/Base/A/2369__repeat_4,,
heif,31,unknown,[],,deepseekcoder/Base/A/4477__repeat_2 | deepseekcoder/BOUND/A/4477__repeat_2 | deepseekcoder/BOUND/A/4477__repeat_4,,
SQLLexer,31,unknown,[],,deepseekcoder/Base/A/250__repeat_1 | deepseekcoder/Base/A/250__repeat_5 | deepseekcoder/BOUND/A/250__repeat_1,,
openlineage.airflow,30,unknown,[],,llama3.1/Base/A/2369__repeat_1 | llama3.1/Base/A/2369__repeat_2 | llama3.1/Base/A/2369__repeat_3,,
ome_tiff,29,unknown,[],,deepseekcoder/Base/A/3302__repeat_5 | deepseekcoder/BOUND/A/3302__repeat_1 | deepseekcoder/BOUND/B/3302__repeat_1,,
allauth.account.models,29,unknown,[],,qwen3/Base/A/4453__repeat_1 | qwen3/Base/A/4453__repeat_2 | qwen3/Base/A/4453__repeat_3,,
monads,29,unknown,[],,llama3.1/Base/A/2915__repeat_1 | llama3.1/Base/A/2915__repeat_2 | llama3.1/Base/A/2915__repeat_3,,
opentelemetry.exporter.influxdb,28,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,deepseekcoder/Base/A/88__repeat_1 | deepseekcoder/Base/A/88__repeat_3 | deepseekcoder/Base/A/88__repeat_4,,
splitio.client,28,unknown,[],,qwen3/Base/A/1668__repeat_2 | qwen3/Base/A/1668__repeat_5 | qwen3/BOUND/A/1668__repeat_1,,
pycuda,27,unknown,[],,deepseekcoder/Base/A/59__repeat_5 | deepseekcoder/BOUND/A/59__repeat_3 | deepseekcoder/BOUND/A/64__repeat_1,,
erl_terms,27,unknown,[],,deepseekcoder/BOUND/A/4881__repeat_3 | deepseekcoder/BOUND/A/4881__repeat_4 | deepseekcoder/BOUND/B/4881__repeat_2,,
ibm_cloud_secrets_manager,27,unknown,[],,qwen3/Base/A/1249__repeat_2 | qwen3/Base/A/1249__repeat_5 | qwen3/BOUND/C/1249__repeat_2,,
azure.cognitiveservices.speech.audio,27,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,qwen3/Base/A/2608__repeat_4 | qwen3/BOUND/A/2608__repeat_2 | qwen3/BOUND/A/2608__repeat_5,,
opentelemetry.exporter.cloudmonitoring,27,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,qwen3/Base/A/4059__repeat_1 | qwen3/Base/A/4059__repeat_3 | qwen3/Base/A/4059__repeat_4,,
azure.cli.core._profile,27,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,qwen3/BOUND/D/1083__repeat_3 | llama3.1/Base/A/1083__repeat_2 | llama3.1/Base/A/1083__repeat_3,,
cuda,26,ambiguous_namespace,"[""cuda-bindings"", ""cuda-pathfinder""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages,deepseekcoder/Base/A/64__repeat_3 | deepseekcoder/Base/A/64__repeat_4 | deepseekcoder/BOUND/A/64__repeat_4,,
pybedtools,26,unknown,[],,qwen3/BOUND/A/1915__repeat_1 | qwen3/BOUND/A/1915__repeat_3 | qwen3/BOUND/A/1915__repeat_4,,
latex,26,unknown,[],,llama3.1/Base/A/3792__repeat_1 | llama3.1/Base/A/3792__repeat_2 | llama3.1/Base/A/3792__repeat_3,,
mathml,26,unknown,[],,llama3.1/Base/A/3792__repeat_2 | llama3.1/Base/A/3792__repeat_3 | llama3.1/Base/A/3792__repeat_4,,
erl_interface,25,unknown,[],,deepseekcoder/BOUND/B/4881__repeat_1 | deepseekcoder/BOUND/B/4881__repeat_4 | deepseekcoder/BOUND/C/4881__repeat_1,,
siftsci,25,unknown,[],,qwen3/Base/A/2067__repeat_5 | qwen3/BOUND/B/2067__repeat_4 | qwen3/BOUND/C/2067__repeat_4,,
aliyunsdkcore,25,unknown,[],,qwen3/BOUND/A/2298__repeat_5 | qwen3/BOUND/C/2298__repeat_4 | qwen3/BOUND/D/2298__repeat_2,,
azure.graphrbac,25,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,llama3.1/Base/A/372__repeat_2 | llama3.1/Base/A/372__repeat_4 | llama3.1/BOUND/A/372__repeat_3,,
azure.mgmt.authorization,24,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,qwen3/Base/A/2798__repeat_3 | qwen3/Base/A/2798__repeat_4 | qwen3/Base/A/2798__repeat_5,,
loki,24,unknown,[],,llama3.1/Base/A/907__repeat_2 | llama3.1/Base/A/907__repeat_4 | llama3.1/BOUND/A/907__repeat_2,,
kiota_serialization.parse_node,23,unknown,[],,deepseekcoder/Base/A/2010__repeat_1 | deepseekcoder/BOUND/A/2010__repeat_4 | deepseekcoder/BOUND/B/2010__repeat_3,,
edx_hooks,23,unknown,[],,deepseekcoder/BOUND/A/2496__repeat_1 | deepseekcoder/BOUND/A/2496__repeat_5 | deepseekcoder/BOUND/B/2496__repeat_2,,
pygame,23,unknown,[],,deepseekcoder/DINM/B/2195__repeat_2 | qwen3/BOUND/A/1446__repeat_3 | qwen3/BOUND/B/1446__repeat_2,,
securesession.backends,22,unknown,[],,qwen3/Base/A/1970__repeat_5 | qwen3/BOUND/B/1970__repeat_4 | qwen3/BOUND/D/1970__repeat_2,,
odoo,22,unknown,[],,qwen3/BOUND/A/3422__repeat_1 | qwen3/BOUND/A/3422__repeat_3 | qwen3/BOUND/A/3422__repeat_4,,
ibm_boto3,21,unknown,[],,deepseekcoder/Base/A/782__repeat_2 | deepseekcoder/BOUND/B/782__repeat_2 | deepseekcoder/BOUND/C/782__repeat_3,,
google.cloud.pubsub_v1.publisher.futures,21,ambiguous_namespace,"[""google-api-core"", ""google-auth"", ""googleapis-common-protos"", ""protobuf""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/7a/f0/cba0ac98e98e01849b19f7504eb3aeede741e72dfc31612e46d5f0dd981c/google_auth-2.58.1-py3-none-any.whl#sha256=66a63572d0ab629554768544df04018d79178c0bd7439ba31683ac576b79024d | https://files.pythonhosted.org/packages/ff/78/41b3cd83d472b63c694a01e876d3aaa7c2b2f61f29ec8a9275f47b057349/google_api_core-2.39.0-py3-none-any.whl#sha256=40a5d1c892bc1798f3b75ab10c665b85717979088519c714ca5774ee81d1e3c5,deepseekcoder/Base/A/2939__repeat_4 | deepseekcoder/BOUND/D/2939__repeat_1 | deepseekcoder/BOUND/D/2939__repeat_3,,
helloworld_pb2,21,unknown,[],,deepseekcoder/Base/A/55__repeat_1 | deepseekcoder/BOUND/A/55__repeat_1 | deepseekcoder/BOUND/B/55__repeat_2,,
helloworld_pb2_grpc,21,unknown,[],,deepseekcoder/Base/A/55__repeat_1 | deepseekcoder/BOUND/A/55__repeat_1 | deepseekcoder/BOUND/B/55__repeat_2,,
opentelemetry.instrumentation.tortoise_orm,21,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,deepseekcoder/Base/A/4117__repeat_3 | deepseekcoder/Base/A/4117__repeat_5 | deepseekcoder/BOUND/C/4117__repeat_5,,
ometiff,21,unknown,[],,deepseekcoder/BOUND/A/3302__repeat_3 | deepseekcoder/BOUND/A/3302__repeat_5 | deepseekcoder/BOUND/D/3302__repeat_1,,
allauth.account.forms,21,unknown,[],,qwen3/Base/A/4453__repeat_2 | qwen3/Base/A/4453__repeat_3 | qwen3/Base/A/4453__repeat_5,,
ale,21,unknown,[],,qwen3/Base/A/1446__repeat_2 | qwen3/BOUND/A/1446__repeat_2 | qwen3/BOUND/C/1446__repeat_4,,
argo.workflows.client,21,unknown,[],,qwen3/Base/A/1497__repeat_2 | qwen3/Base/A/1497__repeat_3 | qwen3/Base/A/1497__repeat_4,,
opentelemetry.sdk.trace.samplers,21,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/Base/A/755__repeat_3 | llama3.1/Base/A/2770__repeat_4 | llama3.1/Base/A/1587__repeat_4,,
com.vmware.vapi.stdlib.client,20,unknown,[],,deepseekcoder/Base/A/1178__repeat_4 | deepseekcoder/BOUND/A/1178__repeat_3 | deepseekcoder/BOUND/A/1178__repeat_4,,
kiota_serialization.serialization_writer,20,unknown,[],,deepseekcoder/Base/A/2010__repeat_1 | deepseekcoder/BOUND/A/2010__repeat_4 | deepseekcoder/BOUND/B/2010__repeat_3,,
sift,20,unknown,[],,qwen3/Base/A/2067__repeat_1 | qwen3/Base/A/2067__repeat_3 | qwen3/BOUND/B/2067__repeat_2,,
htslib,20,unknown,[],,qwen3/Base/A/2284__repeat_3 | qwen3/BOUND/C/2284__repeat_2 | qwen3/ROME/B/2284__repeat_4,,
azure.cognitiveservices.vision.computervision,20,ambiguous_namespace,"[""azure-core"", ""azure-identity"", ""azure-mgmt-resource"", ""azure-storage-blob""]",https://files.pythonhosted.org/packages/49/9a/417b3a533e01953a7c618884df2cb05a71e7b68bdbce4fbdb62349d2a2e8/azure_identity-1.25.3-py3-none-any.whl#sha256=f4d0b956a8146f30333e071374171f3cfa7bdb8073adb8c3814b65567aa7447c | https://files.pythonhosted.org/packages/5b/db/325c6d7312d2200251c52323878281045aaffcb5586612296484e4280eaa/azure_core-1.41.0-py3-none-any.whl#sha256=522b4011e8180b1a3dcd2024396a4e7fe9ac37fb8597db47163d230b5efe892d | https://files.pythonhosted.org/packages/e6/6e/3e776a0817ebe3558fbd8d3f98b1bd8fa75a46596e5cf9bb4377960c4611/azure_mgmt_resource-26.0.0-py3-none-any.whl#sha256=ef36559a4c0843b4272aa584efb455c686e4c3f6357421b38c82f405c01a9a9f | https://files.pythonhosted.org/packages/ff/20/6530bbc13fea536a1f2c0194034ae3f6880fbc0c1e7c229e3569450f7aef/azure_storage_blob-12.30.3-py3-none-any.whl#sha256=80729a5397e5f0a63dbbdff74da675c5db1eacaf25fd5db0074b7ba6c17e2498,qwen3/Base/A/2608__repeat_3 | qwen3/Base/A/2608__repeat_5 | qwen3/BOUND/A/2608__repeat_1,,
csscompressor,20,unknown,[],,qwen3/BOUND/C/615__repeat_1 | qwen3/BOUND/C/615__repeat_3 | qwen3/BOUND/D/615__repeat_3,,
purecloud,20,unknown,[],,llama3.1/Base/A/911__repeat_2 | llama3.1/Base/A/911__repeat_3 | llama3.1/Base/A/911__repeat_4,,
opentelemetry.api.trace,20,ambiguous_namespace,"[""opentelemetry-api"", ""opentelemetry-exporter-otlp"", ""opentelemetry-exporter-otlp-proto-common"", ""opentelemetry-exporter-otlp-proto-grpc"", ""opentelemetry-exporter-otlp-proto-http"", ""opentelemetry-proto"", ""opentelemetry-sdk"", ""opentelemetry-semantic-conventions"", ""opentelemetry-semantic-conventions-ai""]",/home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | /home/shuhanliu/miniconda3/envs/vllm/lib/python3.1/site-packages | https://files.pythonhosted.org/packages/89/fb/b3c4750238c1c9686de37d3912357c9b94286b64fe594404a39908064f78/opentelemetry_exporter_otlp-1.45.0-py3-none-any.whl#sha256=3de9a5b18648dc124c751f547d8c7a93b177ddae552566981a792d18a063145c,llama3.1/Base/A/2770__repeat_2 | llama3.1/Base/A/2770__repeat_3 | llama3.1/BOUND/A/755__repeat_1,,
kafka.structs,19,ambiguous_namespace,"[""kafka"", ""kafka-python""]",https://files.pythonhosted.org/packages/21/71/73286e748ac5045b6a669c2fe44b03ac4c5d3d2af9291c4c6fc76438a9a9/kafka-1.3.5-py2.py3-none-any.whl#sha256=35a49e9a432f6792aad48b2ab09d03867357aaa06eacba2678b7fd0808156e5c | https://files.pythonhosted.org/packages/d7/9a/191343fd96564cbbed51bd33a53c08144e1ce285e2f10fb1578899e86c28/kafka_python-3.0.11-py3-none-any.whl#sha256=9d10cab4e11e02545d82c7e5af5702da5aa46dd4eccd11ad92a50bf6dbbecd14,deepseekcoder/Base/A/2609__repeat_5 | llama3.1/Base/A/2609__repeat_3 | llama3.1/Base/A/2609__repeat_4,,
